Service_Quality,Ticket_Resolution_Speed,Website_Ease_of_Use,Mobile_App_Experience,Escalation_Handling,Value_Adds,Customer_Support_Responsiveness,Transparency_in_Policy,Trust_in_Company,Technical_Issue_Frequency,Would_Recommend,Use_Again,Overall_IT_Support,CSI_Index,Customer_Feedback,Sentiment_Score,CSI_Score
excellent,,,average,good,very poor,poor,average,yes,Never,,,,medium,,-1.0,87.36791235300001
very poor,average,very poor,poor,very poor,poor,poor,good,,Never,,,Good,low,,-0.6273786530000001,67.597231662
average,excellent,,average,average,excellent,average,average,no,Sometimes,,,Bad,medium,,0.747075114,76.92431175
average,very poor,very poor,average,very poor,average,average,,,Often,yes,,Bad,medium,,0.298140375,73.075505895
excellent,,good,excellent,excellent,excellent,poor,good,yes,,,yes,,high,Four determine hard stage class call design American here career century we.,-0.197394313,95.216759737
excellent,,good,,very poor,good,poor,,no,Always,,no,,low,Call nothing edge man enough their suffer meeting child test side.,0.40981693199999997,66.19866793199999
excellent,average,average,poor,good,average,poor,average,,,yes,no,Good,low,,-0.7904761760000001,50.0
excellent,average,poor,excellent,average,average,good,excellent,,Always,yes,no,,medium,Threat feel similar possible hour according standard head she.,0.485249753,74.209707132
excellent,poor,average,poor,very poor,good,,average,yes,Sometimes,,yes,Very Good,low,Manager medical close according class during doctor drug.,-0.30806072500000004,50.0
,good,poor,excellent,good,,poor,,no,Always,yes,no,Bad,medium,Make dark land audience decade never mouth dog.,-0.30720400200000003,84.672935991
very poor,average,,very poor,,,,average,,,yes,no,,medium,,0.47685714500000004,89.935528284
average,very poor,very poor,good,good,poor,,excellent,,Sometimes,,,Very Bad,low,,-0.11878838800000001,58.153731984000004
good,excellent,poor,average,average,poor,good,very poor,,Always,yes,no,Very Bad,medium,,-0.731349566,81.468340803
excellent,excellent,poor,average,good,average,very poor,very poor,yes,Sometimes,yes,no,Very Good,low,,0.46833121399999994,51.130544481
excellent,excellent,very poor,average,average,,,poor,,Always,no,yes,Good,medium,,0.895498271,84.47088646
excellent,poor,excellent,excellent,poor,good,,excellent,no,Never,no,yes,,high,,-0.056428953999999976,100.0
average,,average,poor,good,poor,good,good,,Sometimes,no,no,Neutral,low,,0.01784171399999998,50.0
,average,poor,very poor,poor,excellent,good,,no,Often,no,yes,,low,,0.144428291,50.0
poor,excellent,,very poor,poor,good,poor,excellent,no,,yes,no,Bad,low,Page wish black list hot woman particularly once camera west.,-0.86686719,61.270257095999995
good,poor,very poor,average,,average,,excellent,no,Sometimes,,yes,Bad,medium,,-0.686691319,87.311526174
very poor,good,very poor,good,excellent,,very poor,very poor,yes,Sometimes,yes,yes,Very Good,medium,With direction somebody give another sort.,0.09902186899999998,72.665582337
poor,good,excellent,excellent,poor,,,good,,Often,yes,,,high,,0.080820795,94.33432846
good,excellent,poor,very poor,excellent,very poor,excellent,very poor,yes,Often,,,,low,,-1.0,54.923792391000006
good,excellent,,good,good,average,excellent,very poor,no,Often,,no,Neutral,high,True beat purpose nation truth clearly purpose short.,-0.283474981,91.699465319
very poor,very poor,,excellent,very poor,excellent,average,average,yes,Never,no,yes,Good,medium,,-0.730897841,86.79637482300001
average,poor,excellent,poor,very poor,average,very poor,good,yes,Never,yes,,Neutral,medium,,0.719628765,73.729204965
very poor,excellent,excellent,,good,,excellent,excellent,no,Never,no,yes,Good,medium,,0.15752074100000002,89.80555460800001
very poor,,good,average,average,excellent,good,excellent,no,Always,no,no,Neutral,medium,,-0.5312101279999999,77.627769857
,excellent,average,excellent,very poor,,very poor,good,no,Sometimes,yes,,Good,medium,Four also boy measure time this along standard.,0.072023702,78.99703249
very poor,poor,excellent,good,,good,good,very poor,,,no,no,Very Bad,medium,,0.44519908,71.159093208
average,poor,excellent,poor,,excellent,,poor,no,Never,no,yes,Very Good,medium,,-0.581106986,72.291465279
average,poor,good,,excellent,,,very poor,,Sometimes,,yes,Very Good,low,Information outside claim role better door may own some according school.,-0.9635084629999999,50.0
good,poor,excellent,very poor,very poor,excellent,,,no,Never,no,yes,Neutral,low,,-0.40918423000000004,68.015121255
average,good,poor,poor,good,average,very poor,good,yes,Never,,yes,Good,medium,,-0.174198127,82.71703989000001
poor,good,poor,,average,poor,,,no,Often,no,yes,Good,medium,,-0.341584727,72.661179132
poor,excellent,poor,average,,,excellent,very poor,,,,no,Good,medium,,0.31792270399999994,89.355308319
good,average,excellent,average,very poor,excellent,very poor,,,Often,no,no,Very Bad,medium,,-0.887610899,88.35020538
poor,poor,good,average,poor,poor,poor,average,no,Often,yes,,Very Good,medium,Office education white party stay from new item painting bit relationship employee.,0.443815248,81.54811221300001
excellent,very poor,good,,good,very poor,,good,,Always,,no,Very Bad,low,,-0.9342596300000001,69.275157084
very poor,average,good,average,average,very poor,,good,no,,,yes,,low,,-0.5229150220000001,54.403344045
,average,,good,very poor,average,good,excellent,yes,Always,,no,Very Bad,low,,0.590807827,69.62902618
excellent,poor,average,good,average,good,poor,,no,Never,no,yes,Good,medium,,0.29997271,73.998987543
very poor,poor,excellent,,poor,,good,good,yes,Often,no,,Bad,medium,,-0.33484622900000005,89.414279586
,poor,good,average,,good,excellent,,no,Sometimes,yes,yes,Bad,low,Professional some police throughout health drug trip trouble market.,0.253706363,58.74998012
average,,good,average,very poor,average,very poor,good,no,Never,,yes,Very Good,low,Institution hit dinner beautiful act daughter believe.,-0.9939162990000001,50.0
very poor,poor,poor,good,very poor,,good,,,Sometimes,,,Good,low,,0.24126751800000001,50.0
average,,average,excellent,,excellent,average,good,,Sometimes,no,no,Good,high,Price option forward something some citizen too practice us difficult again number.,0.799820341,100.0
,very poor,poor,poor,excellent,poor,very poor,good,yes,Sometimes,,no,Neutral,low,Property design training yeah crime professional particularly truth better particularly.,0.23919151,63.898171731
very poor,,excellent,excellent,average,very poor,average,poor,no,,,yes,,low,,-0.443309569,50.0
very poor,,,average,very poor,,average,poor,no,Never,yes,yes,Neutral,low,Cause attention class tax trip back and.,-1.0,58.234271975999995
poor,,,very poor,poor,average,very poor,good,yes,Never,,yes,Very Bad,medium,,-1.0,77.802419889
average,very poor,very poor,very poor,poor,average,very poor,,no,Sometimes,,yes,Neutral,low,,0.348857288,51.908612579999996
,poor,very poor,average,average,poor,,very poor,no,,no,no,Neutral,medium,,-0.49875215500000003,77.503140405
excellent,poor,very poor,excellent,poor,poor,excellent,very poor,no,Sometimes,,no,,medium,,-0.153118155,76.360015548
,very poor,good,,excellent,,average,excellent,,Always,no,no,Very Good,high,,0.004932296000000003,92.008548984
good,excellent,,good,poor,good,good,average,yes,Often,yes,,Good,low,,-0.612947024,68.34651148
,average,good,average,,very poor,very poor,excellent,,,,,Very Good,medium,,-0.9840340949999999,70.318415034
,,very poor,,,poor,poor,average,,Often,no,yes,Good,medium,,-0.624772674,89.09176822200001
poor,poor,poor,poor,excellent,excellent,good,average,,Often,no,no,Bad,medium,,0.471164171,74.286257805
excellent,,good,good,average,average,good,good,yes,,no,,Neutral,high,,0.660087548,92.14157658200001
very poor,,,good,very poor,,excellent,,no,Always,no,yes,,low,,0.45058503899999997,56.449053378
average,poor,,poor,average,very poor,excellent,good,yes,Often,no,,Good,low,Social best again boy increase do treat use.,0.359379258,69.40816686
average,good,average,average,very poor,good,poor,average,,Never,,no,Very Bad,low,,0.679707544,53.705367846
,,good,excellent,good,,good,very poor,,Sometimes,yes,,Good,medium,,0.287097197,76.15033752
poor,very poor,average,,good,good,good,poor,no,Always,yes,,Good,low,Will black wide century put whom plant family each worker kind somebody.,-0.073259198,50.0
excellent,very poor,,very poor,poor,very poor,good,average,yes,,,,Very Good,low,,0.5947652809999999,55.954503162
good,very poor,excellent,very poor,average,good,very poor,average,yes,Always,,no,Bad,medium,,-1.0,76.170309219
poor,average,good,excellent,very poor,average,very poor,good,yes,,,yes,Good,low,Property quality expert idea start likely consumer both.,-0.01178569900000001,53.444632464
very poor,poor,very poor,very poor,,poor,,average,yes,Often,no,,Very Bad,medium,,0.52286977,74.13204663
excellent,very poor,very poor,,excellent,average,average,,no,Sometimes,no,no,Neutral,high,,0.778512625,92.33655677
excellent,poor,excellent,excellent,,good,,poor,yes,Never,,yes,Very Bad,low,Investment animal we past mean edge size each thus middle run too.,0.24556572000000002,67.777402253
average,good,average,good,,,poor,average,no,Never,,yes,,low,,0.288964135,53.59979133900001
good,average,good,average,poor,good,very poor,poor,,Always,yes,yes,Neutral,medium,State action majority huge both blood set begin guy education floor play prepare.,-0.06914709400000002,72.618299388
average,average,excellent,average,excellent,very poor,poor,average,,Sometimes,,,Very Bad,low,,0.721085801,50.12234516
,good,excellent,poor,excellent,,poor,good,,Often,,yes,Neutral,low,Other author six area back member price go reality art partner yeah.,0.922566679,50.26213063
average,good,,average,poor,average,excellent,good,,Always,yes,no,Good,low,,-0.460872671,54.03405706
good,very poor,poor,good,poor,excellent,average,very poor,,Always,,no,Bad,medium,Choose region although sort building behavior yourself anything more skill.,0.32740892699999996,72.69422385600001
good,excellent,excellent,average,average,poor,excellent,very poor,,Never,yes,,,high,,0.395849476,90.938537228
good,very poor,very poor,poor,poor,excellent,good,good,no,Never,no,yes,Neutral,medium,,-0.39345330700000003,86.352986646
average,excellent,excellent,excellent,poor,very poor,excellent,very poor,yes,Always,,,Neutral,low,Sell maybe cost through particular save deal feel.,-0.03791089,66.56272729700001
very poor,,poor,average,,very poor,good,very poor,no,,yes,,Very Bad,medium,,0.603105896,80.263252845
excellent,very poor,poor,good,good,good,,very poor,,,,yes,,medium,,0.792483804,73.76504403599999
,,excellent,good,poor,poor,very poor,average,,Always,,,,medium,,-0.15569610900000003,89.59107227400001
,,good,poor,poor,very poor,very poor,very poor,yes,Always,no,yes,Very Good,low,,-0.43520374900000003,50.0
poor,average,very poor,very poor,excellent,excellent,very poor,excellent,,Always,yes,yes,,low,,0.5663579109999999,50.0
very poor,average,excellent,,very poor,very poor,poor,average,no,Always,no,,Very Good,medium,Admit knowledge reduce power win job really future.,0.04820915299999998,84.704948559
excellent,average,excellent,poor,,good,excellent,very poor,yes,,yes,no,Good,medium,Behind card choice great somebody claim none hundred half common federal information also.,-0.07547032999999997,75.046977522
very poor,poor,very poor,excellent,average,,excellent,good,yes,Never,,yes,Neutral,medium,,-1.0,78.571053945
excellent,poor,,very poor,good,good,very poor,good,no,Always,,,Neutral,medium,,-1.0,73.9549296
excellent,excellent,,poor,poor,,excellent,,no,,yes,no,Good,low,,-0.267184668,67.36154288600001
excellent,,poor,average,,poor,poor,very poor,,Always,yes,yes,Very Good,low,,-0.7060301040000001,50.0
,average,excellent,average,poor,poor,,very poor,,Never,yes,no,Neutral,medium,,-1.0,89.037187227
good,average,poor,,average,average,poor,good,yes,Often,no,,Bad,medium,,-0.614276146,75.043946745
good,average,average,poor,poor,,very poor,average,yes,Often,,no,Very Bad,low,,0.66275138,50.0
excellent,excellent,good,,very poor,very poor,good,average,yes,Often,no,no,Very Bad,medium,,0.633806328,88.30124858
average,,,,average,poor,good,very poor,no,Sometimes,,yes,Very Good,medium,,0.17546731799999998,71.262030564
excellent,very poor,excellent,good,very poor,very poor,very poor,average,no,Often,yes,,Very Good,low,Cover ten generation organization be outside without manager.,0.6516909369999999,64.227743613
excellent,good,excellent,poor,excellent,good,,good,no,Never,no,,Very Bad,medium,,1.0,81.753066505
good,excellent,very poor,poor,poor,very poor,good,excellent,yes,Sometimes,,yes,Bad,low,,-0.451333151,50.0
,,average,average,very poor,very poor,poor,excellent,no,,no,no,,medium,Very under bit theory partner support worry behind.,-0.028988507000000024,85.183936875
average,average,average,excellent,average,good,very poor,very poor,no,Always,yes,,Very Good,low,Technology and degree support unit way early push general smile pull girl theory.,-0.586489562,52.944213581999996
excellent,average,,poor,average,excellent,good,,,Often,,yes,Bad,medium,,0.535503265,73.87162993100002
average,excellent,,very poor,average,poor,good,very poor,,,no,,Very Bad,medium,,-0.536276965,82.79789842800001
good,average,average,poor,poor,very poor,average,poor,yes,Never,yes,no,Bad,low,,0.613676581,51.683076684
poor,very poor,good,good,very poor,poor,good,excellent,no,Sometimes,,,Very Bad,low,,-0.497338768,54.474306642
,average,poor,excellent,,very poor,,good,no,Sometimes,,yes,Bad,medium,,0.35212397700000003,78.071258961
very poor,very poor,average,poor,good,,average,,,Never,yes,no,,medium,,-1.0,73.924809246
poor,very poor,good,excellent,very poor,excellent,poor,average,yes,Always,,,Bad,medium,,-0.195420341,83.348005563
average,very poor,average,excellent,average,good,very poor,poor,,Never,,yes,Very Bad,low,,0.583778556,62.375774265
poor,,poor,poor,excellent,very poor,good,very poor,yes,Never,,,Neutral,medium,State nothing voice employee design thousand magazine top miss suffer.,0.411907792,75.715857099
good,excellent,,very poor,poor,good,very poor,poor,,Sometimes,,,Neutral,low,,0.32800211399999996,66.114913887
poor,good,excellent,poor,,excellent,poor,good,yes,Often,,no,,low,,0.531820701,68.53462191000001
poor,,,,excellent,,poor,,yes,Sometimes,,,Neutral,low,,-0.336494085,60.388456734
excellent,good,excellent,,very poor,average,,very poor,yes,Never,,no,Neutral,medium,,0.960204291,76.48213241
poor,average,,poor,,poor,,excellent,,Always,no,yes,Very Good,medium,Already them doctor understand structure tree thus.,-0.7498001009999999,83.711679471
poor,good,good,excellent,excellent,poor,average,good,yes,Never,no,no,Neutral,medium,,0.135543502,82.62661968
poor,excellent,excellent,poor,good,good,average,good,yes,,no,yes,Very Bad,medium,,0.956001528,74.83129865
good,poor,average,,average,poor,poor,good,,Never,no,,Good,low,,0.5735191749999999,52.584201558000004
